#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H2AC12	H2AC21	9606.ENSP00000366679	9606.ENSP00000332790	0	0	0.049	0.983	0.309	0.800	0.400	0.048	0.911
H2AC12	H3C1	9606.ENSP00000366679	9606.ENSP00000480826	0	0.025	0	0	0.312	0.177	0	0.076	0.431
H2AC21	H3C1	9606.ENSP00000332790	9606.ENSP00000480826	0	0.036	0	0	0.312	0.311	0	0.315	0.648
H3C1	MKI67	9606.ENSP00000480826	9606.ENSP00000357643	0	0	0	0	0.103	0.330	0	0.088	0.404
HBEGF	TIMP1	9606.ENSP00000230990	9606.ENSP00000218388	0	0	0	0	0.106	0	0	0.447	0.485
HBEGF	TNFRSF12A	9606.ENSP00000230990	9606.ENSP00000326737	0	0	0	0	0.200	0	0	0.431	0.525
HBEGF	TEK	9606.ENSP00000230990	9606.ENSP00000369375	0	0	0	0	0.054	0	0	0.590	0.595
HBEGF	PLAU	9606.ENSP00000230990	9606.ENSP00000361850	0	0	0	0	0.181	0	0	0.591	0.650
HBEGF	S1PR3	9606.ENSP00000230990	9606.ENSP00000365006	0	0	0	0	0.044	0	0.750	0.202	0.792
HCAR2	OR51E1	9606.ENSP00000375066	9606.ENSP00000380155	0	0	0	0	0	0	0	0.570	0.570
HOXA13	HOXA9	9606.ENSP00000497112	9606.ENSP00000343619	0	0	0	0.647	0.242	0	0	0.338	0.476
HOXA13	RUNX2	9606.ENSP00000497112	9606.ENSP00000360493	0	0	0	0	0	0	0	0.542	0.542
HOXA9	MSI1	9606.ENSP00000343619	9606.ENSP00000257552	0	0	0	0	0	0	0	0.548	0.548
HOXA9	HOXB9	9606.ENSP00000343619	9606.ENSP00000309439	0	0	0	0.917	0.236	0	0	0.434	0.549
HOXD13	ZIC3	9606.ENSP00000376322	9606.ENSP00000287538	0	0	0	0	0.061	0.046	0	0.393	0.408
HOXD13	SIX2	9606.ENSP00000376322	9606.ENSP00000304502	0	0	0	0	0.072	0	0	0.480	0.497
HOXD13	RUNX2	9606.ENSP00000376322	9606.ENSP00000360493	0	0	0	0	0	0	0	0.557	0.557
IGF2	IGFBP5	9606.ENSP00000391826	9606.ENSP00000233813	0	0	0	0	0.192	0.421	0.500	0.996	0.998
IGF2	PDGFRA	9606.ENSP00000391826	9606.ENSP00000257290	0	0	0	0	0.099	0	0.650	0.414	0.799
IGF2	PLAU	9606.ENSP00000391826	9606.ENSP00000361850	0	0	0	0	0	0	0	0.477	0.477
IGF2	TEK	9606.ENSP00000391826	9606.ENSP00000369375	0	0	0	0	0.072	0	0.650	0.248	0.734
IGF2	THPO	9606.ENSP00000391826	9606.ENSP00000494504	0	0	0	0	0.072	0	0	0.446	0.463
IGSF21	KLHDC7A	9606.ENSP00000251296	9606.ENSP00000383505	0	0.157	0	0	0.049	0	0	0.395	0.473
IGSF21	KCNH7	9606.ENSP00000251296	9606.ENSP00000331727	0	0	0	0	0.106	0	0	0.504	0.538
IL20RA	THPO	9606.ENSP00000314976	9606.ENSP00000494504	0	0	0	0	0	0	0.650	0.099	0.671
INMT	MKI67	9606.ENSP00000013222	9606.ENSP00000357643	0	0	0	0	0	0.045	0	0.407	0.409
IRAK1	NLRP12	9606.ENSP00000358997	9606.ENSP00000375653	0	0	0	0	0.074	0.292	0	0.367	0.548
ISL1	MYL9	9606.ENSP00000230658	9606.ENSP00000279022	0	0	0	0	0	0.095	0	0.405	0.438
ISL1	PDGFRA	9606.ENSP00000230658	9606.ENSP00000257290	0	0	0	0	0.048	0.045	0	0.484	0.490
ISL1	ONECUT1	9606.ENSP00000230658	9606.ENSP00000302630	0	0	0	0	0.055	0.069	0	0.542	0.562
ISL1	MYH6	9606.ENSP00000230658	9606.ENSP00000386041	0	0	0	0	0	0.045	0	0.571	0.572
ISL1	PDX1	9606.ENSP00000230658	9606.ENSP00000370421	0	0	0	0	0.073	0.085	0	0.695	0.719
ISL1	TBX5	9606.ENSP00000230658	9606.ENSP00000309913	0	0	0	0	0	0.071	0	0.774	0.781
ISL1	NEUROG3	9606.ENSP00000230658	9606.ENSP00000242462	0	0	0	0	0.087	0.048	0	0.890	0.896
ITGA2B	ITGB4	9606.ENSP00000262407	9606.ENSP00000200181	0	0	0	0	0.060	0.135	0.540	0.594	0.827
ITGA2B	TNN	9606.ENSP00000262407	9606.ENSP00000239462	0	0	0	0	0	0.098	0.650	0.086	0.686
ITGA2B	LHFPL2	9606.ENSP00000262407	9606.ENSP00000369702	0	0	0	0	0.050	0	0.400	0	0.406
ITGA2B	MYL9	9606.ENSP00000262407	9606.ENSP00000279022	0	0	0	0	0.202	0	0	0.298	0.416
ITGA2B	MYB	9606.ENSP00000262407	9606.ENSP00000339992	0	0	0	0	0.045	0	0	0.441	0.443
ITGA2B	TEK	9606.ENSP00000262407	9606.ENSP00000369375	0	0	0	0	0.075	0	0	0.450	0.469
ITGA2B	THPO	9606.ENSP00000262407	9606.ENSP00000494504	0	0	0	0	0	0	0	0.766	0.766
ITGB4	MAPK11	9606.ENSP00000200181	9606.ENSP00000333685	0	0	0	0	0.094	0	0	0.384	0.418
ITGB4	PCDH1	9606.ENSP00000200181	9606.ENSP00000287008	0	0	0	0	0.109	0.062	0	0.419	0.472
ITGB4	TNN	9606.ENSP00000200181	9606.ENSP00000239462	0	0	0	0.547	0.101	0	0.650	0.115	0.697
ITGBL1	RUNX2	9606.ENSP00000365351	9606.ENSP00000360493	0	0	0	0	0.114	0	0.750	0.245	0.818
KCNN1	KCNU1	9606.ENSP00000476519	9606.ENSP00000382770	0	0	0	0	0	0	0.900	0.603	0.958
KCNN1	KCNN3	9606.ENSP00000476519	9606.ENSP00000481848	0	0	0.057	0.965	0.063	0	0.900	0.074	0.907
KCNN3	KCNU1	9606.ENSP00000481848	9606.ENSP00000382770	0	0	0	0	0	0	0.900	0.452	0.942
KIRREL1	SPTBN1	9606.ENSP00000352138	9606.ENSP00000349259	0	0	0	0	0.067	0.072	0.500	0	0.529
KIRREL1	SYNPO	9606.ENSP00000352138	9606.ENSP00000377789	0	0	0	0	0.063	0	0	0.523	0.533
KLHDC7A	PPM1J	9606.ENSP00000383505	9606.ENSP00000308926	0	0	0	0	0.043	0	0	0.432	0.433
KLRG1	XCL1	9606.ENSP00000266551	9606.ENSP00000356792	0	0	0	0	0.160	0.045	0	0.360	0.442
KLRG1	LGALS9	9606.ENSP00000266551	9606.ENSP00000378856	0	0	0	0	0.049	0.045	0	0.435	0.442
KRT20	KRT8	9606.ENSP00000167588	9606.ENSP00000449404	0	0	0	0.685	0.159	0.045	0	0.324	0.409
KRT20	KRT34	9606.ENSP00000167588	9606.ENSP00000377570	0	0	0.067	0.894	0	0.095	0.400	0.046	0.452
KRT8	MKI67	9606.ENSP00000449404	9606.ENSP00000357643	0	0	0	0	0.086	0	0	0.382	0.411
KRTAP5-6	KRTAP5-8	9606.ENSP00000371595	9606.ENSP00000420723	0	0	0	0	0	0	0.400	0	0.400
LCP2	SIRPA	9606.ENSP00000046794	9606.ENSP00000478763	0	0	0	0	0.086	0.093	0	0.444	0.498
LCP2	PAK1	9606.ENSP00000046794	9606.ENSP00000278568	0	0	0	0	0.044	0.067	0.500	0.192	0.591
LGALS9	PTPRJ	9606.ENSP00000378856	9606.ENSP00000400010	0	0	0	0	0.042	0.461	0	0.515	0.728
LHX9	MSI1	9606.ENSP00000356357	9606.ENSP00000257552	0	0	0	0	0.049	0	0.500	0.138	0.554
LHX9	SYNPO	9606.ENSP00000356357	9606.ENSP00000377789	0	0	0	0	0	0	0	0.468	0.468
MAGEC1	NXF2	9606.ENSP00000285879	9606.ENSP00000485586	0	0	0	0	0.138	0	0	0.477	0.530
MAMSTR	SHROOM1	9606.ENSP00000324175	9606.ENSP00000367950	0	0	0.450	0	0.042	0	0	0	0.450
MAPK11	PAK1	9606.ENSP00000333685	9606.ENSP00000278568	0	0	0	0.647	0.046	0.157	0.500	0.125	0.601
MAPK11	MYB	9606.ENSP00000333685	9606.ENSP00000339992	0	0	0	0	0.069	0.328	0	0.133	0.411
MCEMP1	SIRPA	9606.ENSP00000329920	9606.ENSP00000478763	0	0	0	0	0.102	0	0	0.466	0.499
MLANA	SLC45A2	9606.ENSP00000370886	9606.ENSP00000296589	0	0	0	0	0.542	0	0	0.600	0.809
MLANA	TYRP1	9606.ENSP00000370886	9606.ENSP00000373570	0	0	0	0	0.660	0	0	0.725	0.902
MMP12	TIMP1	9606.ENSP00000458585	9606.ENSP00000218388	0	0	0	0	0.104	0.160	0	0.907	0.923
MMP12	PLAU	9606.ENSP00000458585	9606.ENSP00000361850	0	0	0	0	0.127	0	0	0.460	0.508
MYB	TGFB1I1	9606.ENSP00000339992	9606.ENSP00000378332	0	0	0	0	0	0	0	0.446	0.446
MYH3	MYL9	9606.ENSP00000464317	9606.ENSP00000279022	0	0	0	0	0.101	0.313	0.720	0.313	0.865
MYH3	MYH6	9606.ENSP00000464317	9606.ENSP00000386041	0	0	0.050	0.981	0.138	0.612	0.720	0.056	0.900
MYH6	TLL1	9606.ENSP00000386041	9606.ENSP00000061240	0	0	0	0	0	0	0	0.441	0.441
MYH6	MYL9	9606.ENSP00000386041	9606.ENSP00000279022	0	0	0	0	0.101	0.313	0.720	0.405	0.883
MYH6	TBX5	9606.ENSP00000386041	9606.ENSP00000309913	0	0	0	0	0.068	0.045	0	0.909	0.912
MYH6	TRDN	9606.ENSP00000386041	9606.ENSP00000333984	0	0	0	0	0.171	0.082	0	0.356	0.467
MYH6	PLN	9606.ENSP00000386041	9606.ENSP00000350132	0	0	0	0	0.156	0	0	0.479	0.541
MYL9	PAK1	9606.ENSP00000279022	9606.ENSP00000278568	0	0	0	0	0	0.127	0.500	0.179	0.610
MYL9	PDE6B	9606.ENSP00000279022	9606.ENSP00000420295	0	0	0	0	0	0	0	0.437	0.437
MYL9	TGFB1I1	9606.ENSP00000279022	9606.ENSP00000378332	0	0	0	0	0.413	0.107	0	0.233	0.563
MYO15A	SPTBN1	9606.ENSP00000495481	9606.ENSP00000349259	0	0	0	0	0.074	0	0.500	0.106	0.550
MYO15A	USH1G	9606.ENSP00000495481	9606.ENSP00000480279	0	0	0	0	0.075	0.492	0	0.827	0.911
MYO7B	USH1G	9606.ENSP00000415090	9606.ENSP00000480279	0	0	0	0	0.075	0.617	0	0.394	0.766
NEUROG3	PDX1	9606.ENSP00000242462	9606.ENSP00000370421	0	0	0	0	0.099	0.045	0	0.868	0.876
NEUROG3	ONECUT1	9606.ENSP00000242462	9606.ENSP00000302630	0	0	0	0	0.057	0	0.750	0.874	0.967
NLRP12	RUNX2	9606.ENSP00000375653	9606.ENSP00000360493	0	0	0	0	0.085	0	0	0.447	0.472
NPR1	SEMA3A	9606.ENSP00000357669	9606.ENSP00000265362	0	0	0	0	0	0.095	0	0.811	0.821
NPR1	PDE11A	9606.ENSP00000357669	9606.ENSP00000286063	0	0	0	0	0.055	0.126	0.681	0.228	0.769
NPR1	PDE6B	9606.ENSP00000357669	9606.ENSP00000420295	0	0	0	0	0.055	0.126	0.694	0.198	0.770
NYNRIN	STXBP6	9606.ENSP00000371994	9606.ENSP00000324302	0	0	0	0	0.059	0	0	0.509	0.518
ONECUT1	ZIC3	9606.ENSP00000302630	9606.ENSP00000287538	0	0	0.223	0	0.102	0.092	0	0.207	0.430
ONECUT1	PDX1	9606.ENSP00000302630	9606.ENSP00000370421	0	0	0	0	0.061	0	0.750	0.720	0.928
OR13C5	SYNGR1	9606.ENSP00000363911	9606.ENSP00000332287	0	0	0	0	0	0	0	0.448	0.448
PAK1	SEMA3A	9606.ENSP00000278568	9606.ENSP00000265362	0	0	0	0	0	0	0.500	0.077	0.519
PAK1	SPTBN1	9606.ENSP00000278568	9606.ENSP00000349259	0	0	0	0	0.042	0.067	0.400	0.085	0.444
PDE6B	RP1L1	9606.ENSP00000420295	9606.ENSP00000371923	0	0	0	0	0.086	0	0	0.383	0.412
PDE6B	PRCD	9606.ENSP00000420295	9606.ENSP00000467661	0	0	0	0	0	0	0	0.750	0.750
PDGFRA	TBX5	9606.ENSP00000257290	9606.ENSP00000309913	0	0	0	0	0.083	0.046	0	0.397	0.426
PDGFRA	ZNF423	9606.ENSP00000257290	9606.ENSP00000455426	0	0	0	0	0.076	0.052	0	0.402	0.430
PDGFRA	SEMA3A	9606.ENSP00000257290	9606.ENSP00000265362	0	0	0	0	0.054	0	0	0.478	0.485
PDGFRA	THPO	9606.ENSP00000257290	9606.ENSP00000494504	0	0	0	0	0	0	0.650	0.274	0.735
PLAU	TIMP1	9606.ENSP00000361850	9606.ENSP00000218388	0	0	0	0	0.162	0	0	0.641	0.686
PLAU	TNN	9606.ENSP00000361850	9606.ENSP00000239462	0	0	0	0	0	0	0.540	0.070	0.553
PLAU	SH2D3A	9606.ENSP00000361850	9606.ENSP00000245908	0	0	0	0	0	0.094	0	0.384	0.418
PLN	TBX5	9606.ENSP00000350132	9606.ENSP00000309913	0	0	0	0	0.118	0	0	0.403	0.451
PLXNB3	SEMA3A	9606.ENSP00000442736	9606.ENSP00000265362	0	0	0	0	0	0.191	0	0.432	0.521
PRAMEF7	SRPRA	9606.ENSP00000484237	9606.ENSP00000328023	0.060	0	0	0	0.086	0.305	0	0.163	0.433
PRAMEF9	SRPRA	9606.ENSP00000485258	9606.ENSP00000328023	0.060	0	0	0	0.086	0.305	0	0.163	0.433
PRAMEF9	SSUH2	9606.ENSP00000485258	9606.ENSP00000439378	0	0	0	0	0	0	0	0.440	0.440
PTGER3	S1PR3	9606.ENSP00000349003	9606.ENSP00000365006	0	0	0	0	0	0	0	0.442	0.442
PTPRJ	TEK	9606.ENSP00000400010	9606.ENSP00000369375	0	0	0	0	0.067	0.170	0	0.496	0.575
RAMP2	TEK	9606.ENSP00000253796	9606.ENSP00000369375	0	0	0	0	0.222	0	0	0.264	0.403
RASSF3	RASSF6	9606.ENSP00000443021	9606.ENSP00000340578	0	0	0	0	0	0	0	0.647	0.647
RP1L1	USH1G	9606.ENSP00000371923	9606.ENSP00000480279	0	0	0	0	0.109	0	0	0.369	0.414
RUNX2	TNFRSF11B	9606.ENSP00000360493	9606.ENSP00000297350	0	0	0	0	0.057	0.070	0	0.729	0.742
SCN11A	SPTBN1	9606.ENSP00000499569	9606.ENSP00000349259	0	0	0	0	0	0	0.500	0.069	0.514
SFMBT2	SMOC1	9606.ENSP00000380353	9606.ENSP00000355110	0	0	0	0	0	0	0	0.627	0.627
SFTPA1	SIRPA	9606.ENSP00000397082	9606.ENSP00000478763	0	0	0	0	0	0.091	0	0.390	0.422
SIRPA	TRIM2	9606.ENSP00000478763	9606.ENSP00000339659	0	0	0	0	0.055	0.602	0	0.203	0.674
SIX2	SYNPO	9606.ENSP00000304502	9606.ENSP00000377789	0	0	0	0	0.086	0	0	0.373	0.402
SLC15A1	SLC36A1	9606.ENSP00000365686	9606.ENSP00000243389	0	0	0	0	0.051	0.045	0	0.597	0.603
SLC36A1	SLC45A2	9606.ENSP00000243389	9606.ENSP00000296589	0	0	0	0	0.055	0.046	0	0.432	0.444
SLC45A2	TYRP1	9606.ENSP00000296589	9606.ENSP00000373570	0	0	0	0	0.420	0.045	0	0.933	0.959
SYCE1	TERB1	9606.ENSP00000303978	9606.ENSP00000463762	0	0	0	0	0.044	0	0	0.439	0.441
TBX5	ZIC3	9606.ENSP00000309913	9606.ENSP00000287538	0	0	0	0	0	0.054	0	0.422	0.429
TEK	THPO	9606.ENSP00000369375	9606.ENSP00000494504	0	0	0	0	0	0	0	0.794	0.794
TEKT2	VWA3A	9606.ENSP00000207457	9606.ENSP00000374049	0	0	0.218	0	0.122	0	0	0.346	0.511
TNFRSF12A	TNFSF12	9606.ENSP00000326737	9606.ENSP00000293825	0	0	0	0	0	0.405	0.900	0.999	0.999
TYRP1	USH1G	9606.ENSP00000373570	9606.ENSP00000480279	0	0	0	0	0.064	0.098	0	0.403	0.451
